pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price,shipment_price
1787=03=13,,"Fountam, Samuel","Fountane, Samuel",Sally,,Rochester,,1 partie cambray valeur £ (pas précisé -Stg),40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,0002076N,12,Bergen [mais: Angleterre],A0401283,britannique,110153,"51,389,812","504,513",Rochester,3,1787-03-13,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),24,24
1787=01=22,,"Boucher, George",,Wilks,Robert et Rébeca,Rochester,Lee,,1480,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000517N,12,Lisbonne [mais: Angleterre],A0401283,britannique,109837,"51,389,812","504,513",Rochester,1,1787-01-22,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),992,992
1787=02=01,,"Gray, Bless",,Liberté,,Rochester,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001526N,12,Lisbonne [mais: Angleterre],A0401283,britannique,109892,"51,389,812","504,513",Rochester,2,1787-02-01,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),708,708
1787=02=12,,"Gray, Bless",,Liberté,,Rochester,,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001526N,12,Lisbonne [mais: Angleterre],A0401283,britannique,109969,"51,389,812","504,513",Rochester,2,1787-02-12,POINT (0.504513 51.389812),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),744,744
1787=01=09,,"Gibson, George",,Jeanne,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003524N,130,Londres,A0381691,britannique,109772,"51,516,667","-0,1",Londres,1,1787-01-09,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=09=11,,"Shaw, James",,Trois Amis,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002415N,50,Charente,A0381691,britannique,111319,"51,516,667","-0,1",Londres,9,1787-09-11,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0171758,Tonnay-Charente,Tonnay-Charente,"45,95","-0,9",,France,,France,POINT (-0.9 45.95),0,0
1787=12=14,,"Forber, André",,Nancy,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000831N,100,Londres,A0381691,britannique,111883,"51,516,667","-0,1",Londres,12,1787-12-14,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=02=20,,"Elliott, William",,Effort,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000759N,100,Londres,A0381691,britannique,110006,"51,516,667","-0,1",Londres,2,1787-02-20,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=11=10,,"Crispin, Benjamin",,Endeavour,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001650N,12,Lisbonne [mais: Angleterre],A0381691,britannique,111671,"51,516,667","-0,1",Londres,11,1787-11-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=11=04,,"Pronling, Philippe",,Bauns,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003936N,110,Londres,A0381691,britannique,111646,"51,516,667","-0,1",Londres,11,1787-11-04,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=11=28,,"Meader, Jean",,Peggy,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000944N,110,Londres,A0381691,britannique,111763,"51,516,667","-0,1",Londres,11,1787-11-28,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=10=03,,"Laurie, Etienne",,Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002234N,100,Londres,A0381691,britannique,111474,"51,516,667","-0,1",Londres,10,1787-10-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=09=24,,"Gunston, Thomas",,Aigle,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001517N,32,Londres,A0381691,britannique,111420,"51,516,667","-0,1",Londres,9,1787-09-24,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=09=22,,"Mellick, Jean",,Prince d'Orange,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001441N,60,Londres,A0381691,britannique,111406,"51,516,667","-0,1",Londres,9,1787-09-22,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=09=17,,"Moor, John",,Endeavour,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001650N,12,Bergen [mais: Angleterre],A0381691,britannique,111369,"51,516,667","-0,1",Londres,9,1787-09-17,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=09=01,,"Whytock, George",,Jeanne,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003890N,100,Londres,A0381691,britannique,111244,"51,516,667","-0,1",Londres,9,1787-09-01,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=08=27,,"Bruce, William",,Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0012897N,100,Madere,A0381691,britannique,111205,"51,516,667","-0,1",Londres,8,1787-08-27,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0374720,Madère,Madeira,"32,733,333",-17,îles atlantiques portugaises,Portugal,Portugal,Etranger,POINT (-17 32.733333),0,0
1787=10=22,,"Bishop, Thomas",,Effort,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000759N,100,Londres,A0381691,britannique,111591,"51,516,667","-0,1",Londres,10,1787-10-22,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=08=17,,"Corby, Robert",,Joseph et Marie,,Londres,,1 pacquet mousseline,20,20,,200,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000455N,12,Lisbonne [mais: Angleterre],A0381691,britannique,111150,"51,516,667","-0,1",Londres,8,1787-08-17,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),96,96
1787=08=11,,"Hevet, Joseph",,Joseph et Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000455N,12,Lisbonne [mais: Angleterre],A0381691,britannique,111108,"51,516,667","-0,1",Londres,8,1787-08-11,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=08=04,,"Burt, John",,Prince de Galles,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000748N,100,Londres,A0381691,britannique,111066,"51,516,667","-0,1",Londres,8,1787-08-04,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=08=03,,"How, Samuel",,Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002234N,100,Londres,A0381691,britannique,111060,"51,516,667","-0,1",Londres,8,1787-08-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=09=19,,"Hart, Richard",,Fly,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001107N,12,Folkstone,A0387292,britannique,111377,"51,083,333","1,183,333",Folkestone,9,1787-09-19,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0387292,Folkestone,Folkestone,"51,083,333","1,183,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.183333 51.083333),0,0
1787=07=28,,"Robinson, John",,Wakefield,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003210N,100,Londres,A0381691,britannique,111030,"51,516,667","-0,1",Londres,7,1787-07-28,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=07=21,,"Martin, Joseph",,Marchand de Londres,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001437N,100,Londres,A0381691,britannique,110984,"51,516,667","-0,1",Londres,7,1787-07-21,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=07=10,,"Daniel, William",,Elisabeth,,Londres,,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000366N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110911,"51,516,667","-0,1",Londres,7,1787-07-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),71,71
1787=09=06,,"How, Thomas",,Eleonore,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003028N,112,Bordeaux,A0381691,britannique,111270,"51,516,667","-0,1",Londres,9,1787-09-06,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0180923,Bordeaux,Bordeaux,"44,833,333","-566,667",,France,,France,POINT (-0.566667 44.833333),0,0
1787=06=23,,"Mellick, John",,Prince d'Orange,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001441N,60,Londres,A0381691,britannique,110823,"51,516,667","-0,1",Londres,6,1787-06-23,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=05=31,,"Ellis, Thomas",,Prince d'Orange,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001441N,60,Londres,A0381691,britannique,110688,"51,516,667","-0,1",Londres,5,1787-05-31,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=05=25,,"Gunston, Thomas",,Aigle,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001517N,32,Londres,A0381691,britannique,110659,"51,516,667","-0,1",Londres,5,1787-05-25,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=05=19,,"Handbank, James",,Britania,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000772N,110,Londres,A0381691,britannique,110619,"51,516,667","-0,1",Londres,5,1787-05-19,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=05=15,,"Allyndam, James",,Happy,,Londres,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001101N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110579,"51,516,667","-0,1",Londres,5,1787-05-15,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),24,24
1787=05=10,,"Elliott, Guillaume",,Effort,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000759N,100,Londres,A0381691,britannique,110549,"51,516,667","-0,1",Londres,5,1787-05-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=05=08,,"How, Samuel",,Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002234N,100,Londres,A0381691,britannique,110534,"51,516,667","-0,1",Londres,5,1787-05-08,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=05=16,,"Marchen, Ennever",,Industrie,,Londres,,,100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002541N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110594,"51,516,667","-0,1",Londres,5,1787-05-16,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),94,94
1787=04=12,,"Martin, Joseph",,Marchand,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001437N,100,Londres,A0381691,britannique,110404,"51,516,667","-0,1",Londres,4,1787-04-12,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=04=05,,"Mellick, Jean",,Prince d'Orange,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001441N,60,Londres,A0381691,britannique,110353,"51,516,667","-0,1",Londres,4,1787-04-05,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=03=13,,"Corby, Robert",,Joseph et Marie,,Londres,,1 paquet de Cambray dont valeur 200£-stg,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,0000455N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110150,"51,516,667","-0,1",Londres,3,1787-03-13,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),35,35
1787=02=23,,"Gunston, Thomas",,Aigle,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001517N,32,Calais,A0381691,britannique,110034,"51,516,667","-0,1",Londres,2,1787-02-23,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0165080,Calais,Calais,"50,95","1,833,333",,France,,France,POINT (1.833333 50.95),0,0
1787=02=10,,"Newcomb, John",,Prince George,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000794N,65,Londres,A0381691,britannique,109959,"51,516,667","-0,1",Londres,2,1787-02-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=02=09,,"Corby, Robert",,Joseph et Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000455N,12,Lisbonne [mais: Angleterre],A0381691,britannique,109951,"51,516,667","-0,1",Londres,2,1787-02-09,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=02=03,,"Meldick, John",,Prince d'Orange,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001441N,60,Londres,A0381691,britannique,109909,"51,516,667","-0,1",Londres,2,1787-02-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=01=18,,"Reed, George",,Aimables Amis,,Londres,,,10000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003950N,12,Lisbonne [mais: Angleterre],A0381691,britannique,109820,"51,516,667","-0,1",Londres,1,1787-01-18,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),8854,8854
1787=01=03,,"Corby, Robert",,Joseph et Marie,,Londres,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000455N,12,Lisbonne [mais: Angleterre],A0381691,britannique,109743,"51,516,667","-0,1",Londres,1,1787-01-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),47,47
1787=01=05,,"Folley, Stephen",,Succes,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003590N,35,Londres,A0381691,britannique,109757,"51,516,667","-0,1",Londres,1,1787-01-05,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=04=28,,"Cairns, Jean",,Jeanne,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003890N,100,Londres,A0381691,britannique,110501,"51,516,667","-0,1",Londres,4,1787-04-28,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=06=23,,"Appley, Jean",,Betzey,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0012861N,110,Londres,A0381691,britannique,110824,"51,516,667","-0,1",Londres,6,1787-06-23,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=06=27,,"Alidon, James",,Happy,,Londres,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001101N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110832,"51,516,667","-0,1",Londres,6,1787-06-27,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),47,47
1787=10=29,,"Johnson, James",,Dunkerque,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000492N,96,Londres,A0381691,britannique,111613,"51,516,667","-0,1",Londres,10,1787-10-29,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=08=24,,"Patry, John",,Baleine,,Londres,,,200,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003660N,12,Lisbonne [mais: Angleterre],A0381691,britannique,111193,"51,516,667","-0,1",Londres,8,1787-08-24,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),142,142
